        PosP R         PosP T         PosP N         VelP R         VelP T         VelP N        X S Cov        Y S Cov 
     0.6448746      0.0410335     -0.3737024      0.5109942     -0.8381869     -2.5391757      3.2482926      2.5136306 
     0.6448746      0.0410335     -0.3737024     -0.3520288     -1.1931331     -0.3522094      2.9144028      2.7384236 
     0.6448746      0.0410335     -0.3737024      0.8140002      2.3808456     -2.1524748      3.1194693      2.5854490 
     0.6448746      0.0410335     -0.3737024      0.2394776      0.0181145     -1.8274343      3.1129173      2.5895198 
     0.6448746      0.0410335     -0.3737024     -0.3610294     -0.1767368     -2.7030983      3.2619642      2.5068260 
     0.6448746      0.0410335     -0.3737024     -1.2573190     -1.0714413      1.6545048      2.6781307      3.0176933 
     0.6448746      0.0410335     -0.3737024     -0.2084302     -0.2131852      1.2538119      2.7240497      2.9505024 
     0.6448746      0.0410335     -0.3737024      0.0789788     -1.4142868      1.3156461      2.7079828      2.9731146 
     0.6448746      0.0410335     -0.3737024      0.9862257      0.2700961     -0.5237460      2.9264671      2.7276924 
     0.6448746      0.0410335     -0.3737024      1.6928113      0.4905634     -3.9065356      3.4485802      2.4262841 
     0.6448746      0.0410335     -0.3737024      0.1061749     -1.0800426      0.1943372      2.8412121      2.8095660 
     0.6448746      0.0410335     -0.3737024      0.5651559     -1.5837211      0.1780383      2.8417233      2.8090299 
     0.6448746      0.0410335     -0.3737024      1.2206149      0.1738453     -1.9292287      3.1222376      2.5837425 
     0.6448746      0.0410335     -0.3737024      1.5442710      0.8007408      1.3393441      2.7180110      2.9588936 
     0.6448746      0.0410335     -0.3737024     -0.0245276     -0.2488844      1.1474129      2.7345522      2.9362065 
     0.6448746      0.0410335     -0.3737024      0.3522395      0.0558767     -1.5507422      3.0705735      2.6169532 
     0.6448746      0.0410335     -0.3737024     -0.6335922     -1.0098817      0.2858207      2.8319913      2.8193407 
     0.6448746      0.0410335     -0.3737024      0.4728107     -0.3180322      0.4799677      2.8068450      2.8470332 
     0.6448746      0.0410335     -0.3737024      0.2592277      0.7178069     -0.2087320      2.8883303      2.7625307 
     0.6448746      0.0410335     -0.3737024     -0.0232365     -0.5044732      1.0156192      2.7472140      2.9194570 
     0.6448746      0.0410335     -0.3737024     -0.9293900      0.1105930      0.3952168      2.8211741      2.8310632 
     0.6448746      0.0410335     -0.3737024     -0.7448552      1.8685019      0.3058519      2.8325262      2.8187682 
     0.6448746      0.0410335     -0.3737024      0.3483174      0.2535717     -0.3631448      2.9082063      2.7440376 
     0.6448746      0.0410335     -0.3737024      0.5057944     -0.6278993      1.4056804      2.7035136      2.9795705 
     0.6448746      0.0410335     -0.3737024     -0.6408727     -0.9839714     -0.5367662      2.9396383      2.7162671 
     0.6448746      0.0410335     -0.3737024      0.8970849     -0.1455912      0.1118066      2.8492498      2.8012042 
     0.6448746      0.0410335     -0.3737024      0.9451185     -0.2997725     -1.4369510      3.0566209      2.6264429 
     0.6448746      0.0410335     -0.3737024     -0.1331219      1.0242017      0.9266828      2.7643659      2.8975730 
     0.6448746      0.0410335     -0.3737024      0.8174463      0.8573959      1.4086056      2.7132812      2.9655558 
     0.6448746      0.0410335     -0.3737024      0.8782050      0.0941546      0.4871014      2.8059185      2.8480836 
     0.6448746      0.0410335     -0.3737024      0.8448328     -1.3429948     -0.9991547      3.0041016      2.6643635 
     0.6448746      0.0410335     -0.3737024     -0.0258524      0.6403635     -0.4360251      2.9168905      2.7361895 
     0.6448746      0.0410335     -0.3737024     -1.5273501     -0.2227481      2.3968547      2.6159099      3.1230454 
     0.6448746      0.0410335     -0.3737024     -0.1668241     -0.8164253      1.6793491      2.6753722      3.0219920 
     0.6448746      0.0410335     -0.3737024      0.4505400     -1.1780823      0.5578040      2.7953938      2.8601726 
     0.6448746      0.0410335     -0.3737024     -0.8240154      2.0760143      1.9361847      2.6773161      3.0189595 
     0.6448746      0.0410335     -0.3737024     -1.5961726      1.2019959     -2.0109916      3.1265360      2.5811083 
     0.6448746      0.0410335     -0.3737024     -0.8808873      0.3061958     -1.6392553      3.0841809      2.6079185 
     0.6448746      0.0410335     -0.3737024     -1.0392643     -0.4799374      0.2394238      2.8392182      2.8116631 
     0.6448746      0.0410335     -0.3737024     -0.1234110      0.4426161     -0.5133670      2.9276341      2.7266680 
     0.6448746      0.0410335     -0.3737024      0.2672326     -1.0186431     -0.6022206      2.9459902      2.7108624 
     0.6448746      0.0410335     -0.3737024      0.0912186     -1.5612005      0.7819728      2.7680548      2.8929825 
     0.6448746      0.0410335     -0.3737024     -0.1377090     -0.0694726     -0.4557824      2.9226479      2.7310616 
     0.6448746      0.0410335     -0.3737024     -0.8034323      0.9334877     -3.1433092      3.3065507      2.4855789 
     0.6448746      0.0410335     -0.3737024     -0.3222884     -0.6996656     -0.4598172      2.9266489      2.7275326 
     0.6448746      0.0410335     -0.3737024      0.5756081     -1.2863768     -0.0954807      2.8772930      2.7731324 
     0.6448746      0.0410335     -0.3737024     -1.6616782      0.9889875      1.0095652      2.7593664      2.9038591 
     0.6448746      0.0410335     -0.3737024      0.8896035     -0.3872562     -0.0801471      2.8729273      2.7773937 
     0.6448746      0.0410335     -0.3737024     -1.6967049      1.9193947     -0.5027443      2.9244162      2.7294984 
     0.6448746      0.0410335     -0.3737024     -1.2368630     -0.4537335      0.9706431      2.7554845      2.9087921 
     0.6448746      0.0410335     -0.3737024      1.7939583      1.3699706     -0.3853285      2.9032358      2.7485919 
     0.6448746      0.0410335     -0.3737024      2.9613699     -0.4042389      0.1779573      2.8354772      2.8156222 
     0.6448746      0.0410335     -0.3737024     -0.9709490      2.1320003      1.7354257      2.6956412      2.9911249 
     0.6448746      0.0410335     -0.3737024      2.2208036     -0.1144652     -1.8355022      3.1092993      2.5917870 
     0.6448746      0.0410335     -0.3737024      0.2971873     -1.3162748     -1.2017624      3.0365802      2.6404904 
     0.6448746      0.0410335     -0.3737024     -0.3482212      0.8150987     -1.4795772      3.0528381      2.6290562 
     0.6448746      0.0410335     -0.3737024      0.0934098      0.6399516      0.2870786      2.8314015      2.8199726 
     0.6448746      0.0410335     -0.3737024      0.8252252     -2.1705515      0.2093586      2.8364643      2.8145744 
     0.6448746      0.0410335     -0.3737024     -0.8913489     -0.1577608     -1.6046175      3.0860183      2.6067148 
     0.6448746      0.0410335     -0.3737024      2.1611634     -0.4009651      1.6170889      2.6799879      3.0148167 
    -0.0301692     -0.2167591      1.1762787     -0.9017423      0.7625437     -1.0134157      2.5136531      2.8678081 
    -0.0301692     -0.2167591      1.1762787     -0.7144279      0.2609359      1.7597763      2.3107567      3.3326702 
    -0.0301692     -0.2167591      1.1762787      0.7336281     -0.7238736     -0.9524260      2.5512966      2.8101366 
    -0.0301692     -0.2167591      1.1762787     -0.3774333      0.1788057     -1.3641180      2.5610544      2.7961414 
    -0.0301692     -0.2167591      1.1762787      0.0764847     -0.7311128      0.0922180      2.4506460      2.9797591 
    -0.0301692     -0.2167591      1.1762787      0.1277367     -0.6869018      0.3085786      2.4319064      3.0175274 
    -0.0301692     -0.2167591      1.1762787      1.6222729     -0.3782165     -3.1036174      2.7811141      2.5556645 
    -0.0301692     -0.2167591      1.1762787     -0.5604022      0.9914590     -0.5960507      2.4771053      2.9301231 
    -0.0301692     -0.2167591      1.1762787     -0.1078823      0.3836573     -0.6315848      2.4931689      2.9018994 
    -0.0301692     -0.2167591      1.1762787      1.3859695      0.6237200     -2.1690831      2.6403606      2.6946969 
    -0.0301692     -0.2167591      1.1762787     -0.2564538     -0.9402704     -2.3845876      2.7021130      2.6282715 
    -0.0301692     -0.2167591      1.1762787     -0.6280603      0.5037364      0.0099545      2.4353765      3.0103587 
    -0.0301692     -0.2167591      1.1762787     -0.0061508      0.7662335      0.0601554      2.4318110      3.0177255 
    -0.0301692     -0.2167591      1.1762787     -1.7794680      0.1889974      1.5000370      2.3229947      3.2937486 
    -0.0301692     -0.2167591      1.1762787     -0.0858940     -0.0858739     -1.9806662      2.6307307      2.7059617 
    -0.0301692     -0.2167591      1.1762787     -1.6638093      1.9464579      0.6429780      2.3691664      3.1629846 
    -0.0301692     -0.2167591      1.1762787      1.5644337     -1.1434567     -0.8092336      2.5537074      2.8066443 
    -0.0301692     -0.2167591      1.1762787      0.2504874     -0.0197330     -1.9360785      2.6269138      2.7105006 
    -0.0301692     -0.2167591      1.1762787     -1.8323521      1.1467287      1.7538432      2.3020166      3.3617248 
    -0.0301692     -0.2167591      1.1762787     -0.9432815      0.1453613      2.9585429      2.2363117      3.6214497 
    -0.0301692     -0.2167591      1.1762787     -1.4198507     -0.4350336      1.7148465      2.3134620      3.3238939 
    -0.0301692     -0.2167591      1.1762787     -0.6664507      0.1018116      2.0166751      2.2949147      3.3861550 
    -0.0301692     -0.2167591      1.1762787      1.0929001     -0.2317698      2.9170102      2.2478974      3.5694922 
    -0.0301692     -0.2167591      1.1762787      0.6586375     -0.2929351      0.5833268      2.4078054      3.0696772 
    -0.0301692     -0.2167591      1.1762787      1.6723824     -1.0549887      0.5241480      2.4288429      3.0239246 
    -0.0301692     -0.2167591      1.1762787      0.2292755     -0.4090800     -2.8163581      2.7356211      2.5959548 
    -0.0301692     -0.2167591      1.1762787      0.5452649      0.5728002      3.1513807      2.2318436      3.6423275 
    -0.0301692     -0.2167591      1.1762787     -0.1201551     -0.7987064      1.0927995      2.3685088      3.1646886 
    -0.0301692     -0.2167591      1.1762787      0.1145296     -0.8699896     -1.5804590      2.6140963      2.7260601 
    -0.0301692     -0.2167591      1.1762787      0.7432786      0.0882455     -1.7320694      2.6072430      2.7345861 
    -0.0301692     -0.2167591      1.1762787      0.2579509      1.0795842     -0.0474700      2.4376363      3.0057340 
    -0.0301692     -0.2167591      1.1762787     -1.7433007      2.9598973      0.7699424      2.3535285      3.2046698 
    -0.0301692     -0.2167591      1.1762787      1.9552282     -1.3469840     -3.0979760      2.8304946      2.5160159 
    -0.0301692     -0.2167591      1.1762787     -1.2606996      0.0466199     -1.0809300      2.5314593      2.8397686 
    -0.0301692     -0.2167591      1.1762787     -0.5269255     -1.3684453      1.5251546      2.3376158      3.2497424 
    -0.0301692     -0.2167591      1.1762787     -2.6746107      1.4659051      0.4728812      2.3793402      3.1371431 
    -0.0301692     -0.2167591      1.1762787     -0.6299785      0.4210299      1.4601379      2.3303062      3.2714170 
    -0.0301692     -0.2167591      1.1762787     -0.5213709     -0.1207474      0.2048748      2.4286941      3.0242370 
    -0.0301692     -0.2167591      1.1762787      0.9807809     -1.5916118     -0.2486810      2.5038575      2.8838557 
    -0.0301692     -0.2167591      1.1762787     -0.5048035     -0.6669659      1.4251995      2.3403123      3.2419049 
    -0.0301692     -0.2167591      1.1762787      0.5109942     -0.8381869     -2.5391757      2.7231592      2.6076953 
    -0.0301692     -0.2167591      1.1762787     -0.3520288     -1.1931331     -0.3522094      2.4957920      2.8974183 
    -0.0301692     -0.2167591      1.1762787      0.8140002      2.3808456     -2.1524748      2.5890036      2.7580142 
    -0.0301692     -0.2167591      1.1762787      0.2394776      0.0181145     -1.8274343      2.6147681      2.7252322 
    -0.0301692     -0.2167591      1.1762787     -0.3610294     -0.1767368     -2.7030983      2.7085543      2.6218712 
    -0.0301692     -0.2167591      1.1762787     -1.2573190     -1.0714413      1.6545048      2.3219876      3.2968773 
    -0.0301692     -0.2167591      1.1762787     -0.2084302     -0.2131852      1.2538119      2.3511629      3.2111949 
    -0.0301692     -0.2167591      1.1762787      0.0789788     -1.4142868      1.3156461      2.3577536      3.1931624 
    -0.0301692     -0.2167591      1.1762787      0.9862257      0.2700961     -0.5237460      2.4932179      2.9018154 
    -0.0301692     -0.2167591      1.1762787      1.6928113      0.4905634     -3.9065356      2.8380147      2.5103137 
    -0.0301692     -0.2167591      1.1762787      0.1061749     -1.0800426      0.1943372      2.4473240      2.9862884 
    -0.0301692     -0.2167591      1.1762787      0.5651559     -1.5837211      0.1780383      2.4601538      2.9614483 
    -0.0301692     -0.2167591      1.1762787      1.2206149      0.1738453     -1.9292287      2.6282517      2.7089047 
    -0.0301692     -0.2167591      1.1762787      1.5442710      0.8007408      1.3393441      2.3473483      3.2218433 
    -0.0301692     -0.2167591      1.1762787     -0.0245276     -0.2488844      1.1474129      2.3602368      3.1864854 
    -0.0301692     -0.2167591      1.1762787      0.3522395      0.0558767     -1.5507422      2.5873180      2.7602352 
    -0.0301692     -0.2167591      1.1762787     -0.6335922     -1.0098817      0.2858207      2.4333787      3.0144758 
    -0.0301692     -0.2167591      1.1762787      0.4728107     -0.3180322      0.4799677      2.4152120      3.0531959 
    -0.0301692     -0.2167591      1.1762787      0.2592277      0.7178069     -0.2087320      2.4552057      2.9709088 
    -0.0301692     -0.2167591      1.1762787     -0.0232365     -0.5044732      1.0156192      2.3723181      3.1548752 
    -0.0301692     -0.2167591      1.1762787     -0.9293900      0.1105930      0.3952168      2.4083030      3.0685567 
    -0.0301692     -0.2167591      1.1762787     -0.7448552      1.8685019      0.3058519      2.3974330      3.0934785 
    -0.0301692     -0.2167591      1.1762787      0.3483174      0.2535717     -0.3631448      2.4756094      2.9328219 
    -0.0301692     -0.2167591      1.1762787      0.5057944     -0.6278993      1.4056804      2.3471428      3.2224213 
    -0.0301692     -0.2167591      1.1762787     -0.6408727     -0.9839714     -0.5367662      2.5068783      2.8788581 
    -0.0301692     -0.2167591      1.1762787      0.8970849     -0.1455912      0.1118066      2.4456262      2.9896525 
    -0.0301692     -0.2167591      1.1762787      0.9451185     -0.2997725     -1.4369510      2.5900126      2.7566892 
    -0.0301692     -0.2167591      1.1762787     -0.1331219      1.0242017      0.9266828      2.3651658      3.1734160 
    -0.0301692     -0.2167591      1.1762787      0.8174463      0.8573959      1.4086056      2.3385672      3.2469676 
    -0.0301692     -0.2167591      1.1762787      0.8782050      0.0941546      0.4871014      2.4121784      3.0598959 
    -0.0301692     -0.2167591      1.1762787      0.8448328     -1.3429948     -0.9991547      2.5725207      2.7801583 
    -0.0301692     -0.2167591      1.1762787     -0.0258524      0.6403635     -0.4360251      2.4730098      2.9375416 
    -0.0301692     -0.2167591      1.1762787     -1.5273501     -0.2227481      2.3968547      2.2675478      3.4879148 
    -0.0301692     -0.2167591      1.1762787     -0.1668241     -0.8164253      1.6793491      2.3247292      3.2883903 
    -0.0301692     -0.2167591      1.1762787      0.4505400     -1.1780823      0.5578040      2.4195959      3.0436351 
    -0.0301692     -0.2167591      1.1762787     -0.8240154      2.0760143      1.9361847      2.2925429      3.3944848 
    -0.0301692     -0.2167591      1.1762787     -1.5961726      1.2019959     -2.0109916      2.5876076      2.7598529 
    -0.0301692     -0.2167591      1.1762787     -0.8808873      0.3061958     -1.6392553      2.5802213      2.7696938 
    -0.0301692     -0.2167591      1.1762787     -1.0392643     -0.4799374      0.2394238      2.4273589      3.0270470 
    -0.0301692     -0.2167591      1.1762787     -0.1234110      0.4426161     -0.5133670      2.4820334      2.9213184 
    -0.0301692     -0.2167591      1.1762787      0.2672326     -1.0186431     -0.6022206      2.5205427      2.8567901 
    -0.0301692     -0.2167591      1.1762787      0.0912186     -1.5612005      0.7819728      2.4030413      3.0805025 
    -0.0301692     -0.2167591      1.1762787     -0.1377090     -0.0694726     -0.4557824      2.4858016      2.9146743 
    -0.0301692     -0.2167591      1.1762787     -0.8034323      0.9334877     -3.1433092      2.7122081      2.6182815 
    -0.0301692     -0.2167591      1.1762787     -0.3222884     -0.6996656     -0.4598172      2.4964284      2.8963363 
    -0.0301692     -0.2167591      1.1762787      0.5756081     -1.2863768     -0.0954807      2.4802842      2.9244285 
    -0.0301692     -0.2167591      1.1762787     -1.6616782      0.9889875      1.0095652      2.3517588      3.2095456 
    -0.0301692     -0.2167591      1.1762787      0.8896035     -0.3872562     -0.0801471      2.4655280      2.9513382 
    -0.0301692     -0.2167591      1.1762787     -1.6967049      1.9193947     -0.5027443      2.4496160      2.9817762 
    -0.0301692     -0.2167591      1.1762787     -1.2368630     -0.4537335      0.9706431      2.3682128      3.1654570 
    -0.0301692     -0.2167591      1.1762787      1.7939583      1.3699706     -0.3853285      2.4690074      2.9448824 
    -0.0301692     -0.2167591      1.1762787      2.9613699     -0.4042389      0.1779573      2.4573942      2.9667063 
    -0.0301692     -0.2167591      1.1762787     -0.9709490      2.1320003      1.7354257      2.3033740      3.3571405 
    -0.0301692     -0.2167591      1.1762787      2.2208036     -0.1144652     -1.8355022      2.6352701      2.7006187 
    -0.0301692     -0.2167591      1.1762787      0.2971873     -1.3162748     -1.2017624      2.5885372      2.7586277 
    -0.0301692     -0.2167591      1.1762787     -0.3482212      0.8150987     -1.4795772      2.5573229      2.8014498 
    -0.0301692     -0.2167591      1.1762787      0.0934098      0.6399516      0.2870786      2.4165413      3.0502820 
    -0.0301692     -0.2167591      1.1762787      0.8252252     -2.1705515      0.2093586      2.4695207      2.9439358 
    -0.0301692     -0.2167591      1.1762787     -0.8913489     -0.1577608     -1.6046175      2.5886409      2.7584912 
    -0.0301692     -0.2167591      1.1762787      2.1611634     -0.4009651      1.6170889      2.3393765      3.2446153 
    -0.2662974     -0.2490123      0.6134829     -0.9017423      0.7625437     -1.0134157      2.5485358      2.6769956 
    -0.2662974     -0.2490123      0.6134829     -0.7144279      0.2609359      1.7597763      2.3211412      3.0846419 
    -0.2662974     -0.2490123      0.6134829      0.7336281     -0.7238736     -0.9524260      2.5752869      2.6443781 
    -0.2662974     -0.2490123      0.6134829     -0.3774333      0.1788057     -1.3641180      2.5962200      2.6203382 
    -0.2662974     -0.2490123      0.6134829      0.0764847     -0.7311128      0.0922180      2.4670271      2.7919796 
    -0.2662974     -0.2490123      0.6134829      0.1277367     -0.6869018      0.3085786      2.4465936      2.8252078 
    -0.2662974     -0.2490123      0.6134829      1.6222729     -0.3782165     -3.1036174      2.8298740      2.4167840 
    -0.2662974     -0.2490123      0.6134829     -0.5604022      0.9914590     -0.5960507      2.5078102      2.7312357 
    -0.2662974     -0.2490123      0.6134829     -0.1078823      0.3836573     -0.6315848      2.5209491      2.7130876 
    -0.2662974     -0.2490123      0.6134829      1.3859695      0.6237200     -2.1690831      2.6808047      2.5345188 
    -0.2662974     -0.2490123      0.6134829     -0.2564538     -0.9402704     -2.3845876      2.7454434      2.4790213 
    -0.2662974     -0.2490123      0.6134829     -0.6280603      0.5037364      0.0099545      2.4592479      2.8043940 
    -0.2662974     -0.2490123      0.6134829     -0.0061508      0.7662335      0.0601554      2.4546655      2.8118408 
    -0.2662974     -0.2490123      0.6134829     -1.7794680      0.1889974      1.5000370      2.3371059      3.0450495 
    -0.2662974     -0.2490123      0.6134829     -0.0858940     -0.0858739     -1.9806662      2.6711787      2.5434684 
    -0.2662974     -0.2490123      0.6134829     -1.6638093      1.9464579      0.6429780      2.3949263      2.9191114 
    -0.2662974     -0.2490123      0.6134829      1.5644337     -1.1434567     -0.8092336      2.5716581      2.6486740 
    -0.2662974     -0.2490123      0.6134829      0.2504874     -0.0197330     -1.9360785      2.6659865      2.5483761 
    -0.2662974     -0.2490123      0.6134829     -1.8323521      1.1467287      1.7538432      2.3177986      3.0932354 
    -0.2662974     -0.2490123      0.6134829     -0.9432815      0.1453613      2.9585429      2.2398423      3.3302916 
    -0.2662974     -0.2490123      0.6134829     -1.4198507     -0.4350336      1.7148465      2.3229911      3.0799324 
    -0.2662974     -0.2490123      0.6134829     -0.6664507      0.1018116      2.0166751      2.3030162      3.1325890 
    -0.2662974     -0.2490123      0.6134829      1.0929001     -0.2317698      2.9170102      2.2462463      3.3077087 
    -0.2662974     -0.2490123      0.6134829      0.6586375     -0.2929351      0.5833268      2.4207326      2.8703073 
    -0.2662974     -0.2490123      0.6134829      1.6723824     -1.0549887      0.5241480      2.4358768      2.8434642 
    -0.2662974     -0.2490123      0.6134829      0.2292755     -0.4090800     -2.8163581      2.7850741      2.4485099 
    -0.2662974     -0.2490123      0.6134829      0.5452649      0.5728002      3.1513807      2.2332003      3.3544215 
    -0.2662974     -0.2490123      0.6134829     -0.1201551     -0.7987064      1.0927995      2.3775610      2.9543434 
    -0.2662974     -0.2490123      0.6134829      0.1145296     -0.8699896     -1.5804590      2.6462119      2.5676026 
    -0.2662974     -0.2490123      0.6134829      0.7432786      0.0882455     -1.7320694      2.6427916      2.5710169 
    -0.2662974     -0.2490123      0.6134829      0.2579509      1.0795842     -0.0474700      2.4618295      2.8002427 
    -0.2662974     -0.2490123      0.6134829     -1.7433007      2.9598973      0.7699424      2.3812261      2.9467363 
    -0.2662974     -0.2490123      0.6134829      1.9552282     -1.3469840     -3.0979760      2.8744135      2.3878130 
    -0.2662974     -0.2490123      0.6134829     -1.2606996      0.0466199     -1.0809300      2.5657005      2.6558126 
    -0.2662974     -0.2490123      0.6134829     -0.5269255     -1.3684453      1.5251546      2.3422177      3.0328565 
    -0.2662974     -0.2490123      0.6134829     -2.6746107      1.4659051      0.4728812      2.4071991      2.8953976 
    -0.2662974     -0.2490123      0.6134829     -0.6299785      0.4210299      1.4601379      2.3430374      3.0309223 
    -0.2662974     -0.2490123      0.6134829     -0.5213709     -0.1207474      0.2048748      2.4483222      2.8223180 
    -0.2662974     -0.2490123      0.6134829      0.9807809     -1.5916118     -0.2486810      2.5162054      2.7195653 
    -0.2662974     -0.2490123      0.6134829     -0.5048035     -0.6669659      1.4251995      2.3486570      3.0178142 
    -0.2662974     -0.2490123      0.6134829      0.5109942     -0.8381869     -2.5391757      2.7662581      2.4626917 
    -0.2662974     -0.2490123      0.6134829     -0.3520288     -1.1931331     -0.3522094      2.5151876      2.7209660 
    -0.2662974     -0.2490123      0.6134829      0.8140002      2.3808456     -2.1524748      2.6357043      2.5781783 
    -0.2662974     -0.2490123      0.6134829      0.2394776      0.0181145     -1.8274343      2.6527232      2.5611760 
    -0.2662974     -0.2490123      0.6134829     -0.3610294     -0.1767368     -2.7030983      2.7590898      2.4682373 
    -0.2662974     -0.2490123      0.6134829     -1.2573190     -1.0714413      1.6545048      2.3288875      3.0651378 
    -0.2662974     -0.2490123      0.6134829     -0.2084302     -0.2131852      1.2538119      2.3618462      2.9880593 
    -0.2662974     -0.2490123      0.6134829      0.0789788     -1.4142868      1.3156461      2.3619285      2.9878778 
    -0.2662974     -0.2490123      0.6134829      0.9862257      0.2700961     -0.5237460      2.5166156      2.7190019 
    -0.2662974     -0.2490123      0.6134829      1.6928113      0.4905634     -3.9065356      2.9012087      2.3714927 
    -0.2662974     -0.2490123      0.6134829      0.1061749     -1.0800426      0.1943372      2.4611734      2.8012947 
    -0.2662974     -0.2490123      0.6134829      0.5651559     -1.5837211      0.1780383      2.4702682      2.7868898 
    -0.2662974     -0.2490123      0.6134829      1.2206149      0.1738453     -1.9292287      2.6648768      2.5494324 
    -0.2662974     -0.2490123      0.6134829      1.5442710      0.8007408      1.3393441      2.3575277      2.9976501 
    -0.2662974     -0.2490123      0.6134829     -0.0245276     -0.2488844      1.1474129      2.3710554      2.9680811 
    -0.2662974     -0.2490123      0.6134829      0.3522395      0.0558767     -1.5507422      2.6219207      2.5924492 
    -0.2662974     -0.2490123      0.6134829     -0.6335922     -1.0098817      0.2858207      2.4488814      2.8213865 
    -0.2662974     -0.2490123      0.6134829      0.4728107     -0.3180322      0.4799677      2.4292813      2.8550003 
    -0.2662974     -0.2490123      0.6134829      0.2592277      0.7178069     -0.2087320      2.4794681      2.7726995 
    -0.2662974     -0.2490123      0.6134829     -0.0232365     -0.5044732      1.0156192      2.3829556      2.9431790 
    -0.2662974     -0.2490123      0.6134829     -0.9293900      0.1105930      0.3952168      2.4283135      2.8567129 
    -0.2662974     -0.2490123      0.6134829     -0.7448552      1.8685019      0.3058519      2.4236227      2.8650867 
    -0.2662974     -0.2490123      0.6134829      0.3483174      0.2535717     -0.3631448      2.4992453      2.7434220 
    -0.2662974     -0.2490123      0.6134829      0.5057944     -0.6278993      1.4056804      2.3533570      3.0070516 
    -0.2662974     -0.2490123      0.6134829     -0.6408727     -0.9839714     -0.5367662      2.5298293      2.7011807 
    -0.2662974     -0.2490123      0.6134829      0.8970849     -0.1455912      0.1118066      2.4621818      2.7996786 
    -0.2662974     -0.2490123      0.6134829      0.9451185     -0.2997725     -1.4369510      2.6201897      2.5942743 
    -0.2662974     -0.2490123      0.6134829     -0.1331219      1.0242017      0.9266828      2.3826317      2.9438438 
    -0.2662974     -0.2490123      0.6134829      0.8174463      0.8573959      1.4086056      2.3501136      3.0144596 
    -0.2662974     -0.2490123      0.6134829      0.8782050      0.0941546      0.4871014      2.4269045      2.8592152 
    -0.2662974     -0.2490123      0.6134829      0.8448328     -1.3429948     -0.9991547      2.5936970      2.6231704 
    -0.2662974     -0.2490123      0.6134829     -0.0258524      0.6403635     -0.4360251      2.4997071      2.7427576 
    -0.2662974     -0.2490123      0.6134829     -1.5273501     -0.2227481      2.3968547      2.2739518      3.2170357 
    -0.2662974     -0.2490123      0.6134829     -0.1668241     -0.8164253      1.6793491      2.3300100      3.0623578 
    -0.2662974     -0.2490123      0.6134829      0.4505400     -1.1780823      0.5578040      2.4291781      2.8551827 
    -0.2662974     -0.2490123      0.6134829     -0.8240154      2.0760143      1.9361847      2.3081336      3.1187100 
    -0.2662974     -0.2490123      0.6134829     -1.5961726      1.2019959     -2.0109916      2.6364669      2.5774020 
    -0.2662974     -0.2490123      0.6134829     -0.8808873      0.3061958     -1.6392553      2.6203256      2.5941307 
    -0.2662974     -0.2490123      0.6134829     -1.0392643     -0.4799374      0.2394238      2.4466106      2.8251794 
    -0.2662974     -0.2490123      0.6134829     -0.1234110      0.4426161     -0.5133670      2.5089774      2.7295971 
    -0.2662974     -0.2490123      0.6134829      0.2672326     -1.0186431     -0.6022206      2.5412116      2.6863239 
    -0.2662974     -0.2490123      0.6134829      0.0912186     -1.5612005      0.7819728      2.4100693      2.8899858 
    -0.2662974     -0.2490123      0.6134829     -0.1377090     -0.0694726     -0.4557824      2.5103328      2.7277009 
    -0.2662974     -0.2490123      0.6134829     -0.8034323      0.9334877     -3.1433092      2.7729160      2.4576123 
    -0.2662974     -0.2490123      0.6134829     -0.3222884     -0.6996656     -0.4598172      2.5189396      2.7158215 
    -0.2662974     -0.2490123      0.6134829      0.5756081     -1.2863768     -0.0954807      2.4941591      2.7507969 
    -0.2662974     -0.2490123      0.6134829     -1.6616782      0.9889875      1.0095652      2.3718380      2.9664123 
    -0.2662974     -0.2490123      0.6134829      0.8896035     -0.3872562     -0.0801471      2.4826126      2.7679345 
    -0.2662974     -0.2490123      0.6134829     -1.6967049      1.9193947     -0.5027443      2.4849133      2.7644750 
    -0.2662974     -0.2490123      0.6134829     -1.2368630     -0.4537335      0.9706431      2.3823610      2.9443998 
    -0.2662974     -0.2490123      0.6134829      1.7939583      1.3699706     -0.3853285      2.4932349      2.7521482 
    -0.2662974     -0.2490123      0.6134829      2.9613699     -0.4042389      0.1779573      2.4666095      2.7926388 
    -0.2662974     -0.2490123      0.6134829     -0.9709490      2.1320003      1.7354257      2.3206695      3.0858480 
    -0.2662974     -0.2490123      0.6134829      2.2208036     -0.1144652     -1.8355022      2.6665324      2.5478574 
    -0.2662974     -0.2490123      0.6134829      0.2971873     -1.3162748     -1.2017624      2.6138071      2.6010690 
    -0.2662974     -0.2490123      0.6134829     -0.3482212      0.8150987     -1.4795772      2.5956968      2.6209241 
    -0.2662974     -0.2490123      0.6134829      0.0934098      0.6399516      0.2870786      2.4368755      2.8417376 
    -0.2662974     -0.2490123      0.6134829      0.8252252     -2.1705515      0.2093586      2.4752986      2.7790842 
    -0.2662974     -0.2490123      0.6134829     -0.8913489     -0.1577608     -1.6046175      2.6268874      2.5872537 
    -0.2662974     -0.2490123      0.6134829      2.1611634     -0.4009651      1.6170889      2.3413826      3.0348330 
     0.0920253     -2.0437458     -0.8483718     -0.9017423      0.7625437     -1.0134157      3.0140778      2.4496642 
